customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,state
BP54465,Oregon,F,Master,10546.65545,43922.0,88.0,0,Personal Auto,Four-Door Car,108.701381,Arizona
YY12812,Oregon,F,Bachelor,8388.717011,87123.0,69.0,0,Corporate Auto,Four-Door Car,118.468275,Nevada
HW61722,Oregon,F,Bachelor,7188.607263,0.0,66.0,0,Personal Auto,Four-Door Car,278.574142,Oregon
CE17855,Oregon,F,Master,3238.929524,68745.0,80.0,0,Personal Auto,Four-Door Car,473.613006,Oregon
ZX50209,Oregon,F,College,10960.93667,29815.0,95.0,0,Personal Auto,Four-Door Car,76.175672,California
CZ84042,Oregon,F,High School or Below,2660.931663,53333.0,66.0,0,Personal Auto,Two-Door Car,22.945038,Oregon
SQ54906,Oregon,F,College,2004.350666,0.0,66.0,4,Personal Auto,Four-Door Car,316.8,Oregon
QE21030,Oregon,M,High School or Below,15483.52986,24661.0,196.0,0,Personal Auto,Luxury SUV,1961.162049,Washington
WP60679,Oregon,M,Bachelor,8940.579278,95351.0,111.0,0,Personal Auto,Sports Car,406.48025,Oregon
BZ47770,Oregon,F,Bachelor,5083.789524,62088.0,64.0,2,Corporate Auto,Two-Door Car,73.258034,Washington
TS76653,Oregon,F,Master,9031.214859,0.0,122.0,0,Personal Auto,Sports Car,650.52179,Nevada
IJ28717,Oregon,M,College,32098.32209,31503.0,105.0,3,Personal Auto,SUV,504.0,Oregon
XL78013,Oregon,M,College,22332.43946,49078.0,97.0,0,Corporate Auto,Four-Door Car,484.013411,Oregon
KN90631,Oregon,F,High School or Below,8560.162384,28120.0,112.0,0,Personal Auto,SUV,537.6,Nevada
KU59569,Oregon,F,College,7714.623619,0.0,106.0,0,Personal Auto,Sports Car,763.2,California
IE71278,Oregon,M,Bachelor,2936.993695,44369.0,77.0,3,Personal Auto,Four-Door Car,362.276183,California
VY76337,Oregon,M,High School or Below,5112.104787,15131.0,67.0,0,Personal Auto,Four-Door Car,321.6,Washington
YC77374,Oregon,F,Bachelor,5119.901412,26890.0,65.0,0,Personal Auto,Two-Door Car,312.0,California
FX78218,Oregon,M,Doctor,2494.869528,45855.0,62.0,1,Personal Auto,Four-Door Car,0.887629,California
ZK11389,Oregon,M,Bachelor,23594.6802,76358.0,66.0,0,Corporate Auto,Four-Door Car,86.461582,Oregon
MO82744,Oregon,F,Bachelor,5656.203464,45586.0,72.0,0,Personal Auto,Four-Door Car,203.42306,California
GG20671,Oregon,M,College,15673.13621,43267.0,78.0,0,Special Auto,Four-Door Car,453.073096,Nevada
YC53575,Oregon,M,High School or Below,8509.453945,0.0,82.0,0,Personal Auto,Four-Door Car,590.4,Oregon
ES82658,Oregon,M,Master,6418.24871,46648.0,81.0,0,Personal Auto,Four-Door Car,123.576765,Oregon
SU44811,Oregon,F,High School or Below,3055.70113,42406.0,77.0,0,Corporate Auto,Four-Door Car,108.871857,Oregon
AZ43057,Oregon,M,Master,5746.05593,50798.0,72.0,0,Personal Auto,Four-Door Car,64.977867,California
XU56756,Oregon,M,Bachelor,23594.6802,76358.0,66.0,0,Personal Auto,Four-Door Car,86.461582,Oregon
TM24806,Oregon,M,College,6005.847375,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8,Oregon
ZH18791,Oregon,M,Bachelor,5028.839465,0.0,67.0,0,Personal Auto,Four-Door Car,80.753763,Oregon
CE10235,Oregon,F,Bachelor,3409.677392,85023.0,85.0,0,Personal Auto,Four-Door Car,408.0,California
IQ96928,Oregon,F,High School or Below,4348.139173,0.0,62.0,0,Corporate Auto,Four-Door Car,675.661163,Oregon
BM55732,Oregon,F,High School or Below,8337.194193,74460.0,69.0,0,Corporate Auto,Two-Door Car,331.2,Nevada
PC76141,Oregon,M,Bachelor,2346.675378,22932.0,62.0,0,Personal Auto,Four-Door Car,297.6,Nevada
RV98208,Oregon,F,College,4991.035369,54189.0,62.0,0,Personal Auto,Two-Door Car,29.035528,Arizona
LJ21457,Oregon,M,College,2879.505701,42247.0,74.0,0,Personal Auto,Two-Door Car,355.2,California
MV86976,Oregon,M,High School or Below,3482.038245,0.0,96.0,0,Personal Auto,Four-Door Car,726.132858,California
HS13676,Oregon,M,High School or Below,8216.391903,0.0,117.0,0,Personal Auto,Four-Door Car,983.127481,California
OX35378,Oregon,M,Bachelor,3155.45562,36706.0,80.0,0,Personal Auto,Four-Door Car,488.296267,Oregon
VL95438,Oregon,M,College,5292.202092,67899.0,66.0,1,Corporate Auto,Four-Door Car,316.8,Arizona
YU32377,Oregon,F,College,6553.943457,0.0,61.0,0,Corporate Auto,Two-Door Car,365.820487,Oregon
QW88350,Oregon,F,College,7618.442045,41900.0,63.0,0,Corporate Auto,Four-Door Car,170.496071,Washington
TM61357,Oregon,M,Bachelor,24610.78085,72786.0,76.0,0,Personal Auto,Four-Door Car,363.845631,Nevada
CP99334,Oregon,F,College,3142.81161,60108.0,78.0,0,Personal Auto,Four-Door Car,507.060901,Oregon
AO20938,Oregon,F,High School or Below,32021.40422,31433.0,100.0,0,Personal Auto,SUV,635.020091,Arizona
OY32548,Oregon,F,College,5096.700181,27940.0,65.0,1,Personal Auto,Two-Door Car,27.66775,Washington
XE36531,Oregon,F,High School or Below,4889.609695,51246.0,122.0,0,Personal Auto,SUV,817.692013,California
SZ86381,Oregon,M,Bachelor,5112.570311,56587.0,65.0,1,Personal Auto,Four-Door Car,312.0,Oregon
YY29772,Oregon,F,High School or Below,2725.322949,45025.0,69.0,1,Personal Auto,Four-Door Car,452.271771,Arizona
FG69718,Oregon,F,High School or Below,9780.852337,0.0,132.0,0,Corporate Auto,SUV,950.4,California
MI81870,Oregon,F,Bachelor,15042.57658,22799.0,190.0,0,Corporate Auto,SUV,912.0,Arizona
QH27767,Oregon,M,Doctor,5308.291752,82601.0,66.0,0,Personal Auto,Four-Door Car,186.387874,Oregon
IV54766,Oregon,F,Master,19160.98994,22705.0,239.0,0,Personal Auto,Luxury SUV,1294.700423,Oregon
AD33653,Oregon,M,High School or Below,3324.551776,0.0,92.0,0,Personal Auto,Two-Door Car,441.6,Oregon
HU54636,Oregon,F,College,3791.549972,41212.0,95.0,0,Personal Auto,Four-Door Car,405.443681,California
CD45044,Oregon,F,High School or Below,7600.034998,0.0,70.0,0,Personal Auto,Four-Door Car,504.0,Arizona
CB61335,Oregon,F,High School or Below,6950.100195,21687.0,88.0,0,Personal Auto,Four-Door Car,603.100479,California
DL53457,Oregon,F,College,4605.036646,22571.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
YG68142,Oregon,F,High School or Below,5864.381825,72032.0,72.0,0,Personal Auto,Four-Door Car,438.149129,Oregon
UI24036,Oregon,F,Bachelor,15374.18296,42570.0,128.0,0,Personal Auto,SUV,587.409205,Washington
LD63324,Oregon,M,College,3230.576665,62873.0,81.0,0,Corporate Auto,Four-Door Car,207.75186,Arizona
LB29621,Oregon,F,Bachelor,9294.54951,21370.0,77.0,0,Corporate Auto,Four-Door Car,105.181202,Oregon
XB43625,Oregon,F,Bachelor,2504.871709,66081.0,64.0,1,Personal Auto,Four-Door Car,42.029731,Arizona
FI65786,Oregon,F,Master,7081.690974,93854.0,87.0,0,Corporate Auto,Two-Door Car,417.6,Oregon
ZC61874,Oregon,F,Doctor,9560.049227,19429.0,122.0,0,Special Auto,SUV,683.45551,Arizona
QA66968,Oregon,F,Bachelor,6756.062791,46879.0,86.0,2,Personal Auto,Four-Door Car,324.944098,California
YQ98322,Oregon,M,Bachelor,5290.666331,36791.0,68.0,0,Personal Auto,Four-Door Car,326.4,Oregon
EN27946,Oregon,M,High School or Below,8391.133455,40211.0,106.0,2,Personal Auto,Two-Door Car,710.740743,California
GT18396,Oregon,M,College,21151.2328,48642.0,77.0,0,Personal Auto,Four-Door Car,92.307736,Arizona
KL43280,Oregon,M,College,9264.32766,69063.0,115.0,0,Personal Auto,Two-Door Car,552.0,California
DB93245,Oregon,F,Doctor,2853.600347,87455.0,71.0,0,Corporate Auto,Four-Door Car,329.238904,Arizona
SN53710,Oregon,M,High School or Below,6245.443568,80101.0,79.0,0,Personal Auto,Four-Door Car,442.9167,Washington
IB82793,Oregon,M,High School or Below,2129.063055,0.0,61.0,1,Corporate Auto,Four-Door Car,292.8,California
CT74097,Oregon,M,College,14789.61805,51817.0,129.0,4,Personal Auto,SUV,712.833284,Nevada
HE20556,Oregon,F,Bachelor,5324.38786,31561.0,68.0,0,Personal Auto,Four-Door Car,326.4,Arizona
RQ41621,Oregon,F,Doctor,2862.729074,64640.0,73.0,2,Personal Auto,Four-Door Car,327.912134,Arizona
TB88830,Oregon,F,Master,8614.686004,64220.0,107.0,0,Personal Auto,SUV,48.782626,California
LV94312,Oregon,M,College,4931.503095,33580.0,62.0,0,Corporate Auto,Four-Door Car,315.326222,Oregon
PT45842,Oregon,M,College,4642.020128,0.0,64.0,0,Personal Auto,Two-Door Car,770.254285,Arizona
CV49750,Oregon,M,Bachelor,21423.63723,0.0,65.0,0,Personal Auto,Two-Door Car,312.0,Arizona
RB63074,Oregon,M,High School or Below,4858.067125,0.0,67.0,0,Personal Auto,Four-Door Car,482.4,Oregon
XX73066,Oregon,M,Master,5261.101863,43318.0,66.0,0,Personal Auto,Four-Door Car,48.936563,Arizona
VN22337,Oregon,F,College,3274.037562,83869.0,81.0,0,Personal Auto,Four-Door Car,348.186032,California
BA19651,Oregon,M,High School or Below,6134.38779,43875.0,78.0,0,Corporate Auto,Four-Door Car,289.468771,California
UX18122,Oregon,F,Bachelor,3690.698916,59016.0,92.0,0,Corporate Auto,Four-Door Car,441.6,Washington
HY46017,Oregon,F,College,2776.772734,70793.0,69.0,0,Personal Auto,Four-Door Car,62.625841,California
ZI95657,Oregon,M,Doctor,10972.06778,24164.0,137.0,0,Personal Auto,Sports Car,657.6,California
MK93363,Oregon,F,Master,4177.666255,29133.0,104.0,0,Personal Auto,Sports Car,499.2,Washington
UM26324,Oregon,M,High School or Below,5838.89915,81082.0,73.0,0,Corporate Auto,Four-Door Car,281.295903,Washington
ZN18884,Oregon,M,Bachelor,6462.22199,0.0,65.0,0,Corporate Auto,Four-Door Car,312.0,California
PN18863,Oregon,M,College,5109.50079,21277.0,66.0,0,Corporate Auto,Four-Door Car,316.8,California
BK76340,Oregon,M,High School or Below,8278.716567,16924.0,226.0,0,Personal Auto,Luxury SUV,1084.8,California
QZ83992,Oregon,M,College,8682.234653,10540.0,115.0,0,Corporate Auto,SUV,552.0,California
WE23159,Oregon,M,High School or Below,9415.901707,0.0,133.0,0,Special Auto,Sports Car,1361.993232,Oregon
GA86186,Oregon,M,College,3230.576665,62873.0,81.0,0,Special Auto,Four-Door Car,207.75186,Oregon
ZM24497,Oregon,M,High School or Below,17019.1929,98623.0,211.0,0,Personal Auto,Luxury SUV,1012.8,California
EY97047,Oregon,M,College,2647.519741,37876.0,69.0,0,Corporate Auto,Four-Door Car,300.056383,Oregon
NW14895,Oregon,M,Bachelor,12883.11573,77469.0,109.0,1,Personal Auto,SUV,757.170246,Arizona
KS42294,Oregon,F,College,20930.05217,30535.0,66.0,0,Personal Auto,Four-Door Car,94.142294,California
DQ50258,Oregon,M,College,4814.350556,0.0,67.0,0,Personal Auto,Four-Door Car,482.4,California
XK10881,Oregon,M,Bachelor,4836.892172,39310.0,61.0,0,Personal Auto,Four-Door Car,93.181865,Oregon
LC20778,Oregon,F,Master,18745.39592,27229.0,99.0,0,Personal Auto,Four-Door Car,475.2,Nevada
LH87004,Oregon,M,College,17367.52612,41418.0,112.0,0,Personal Auto,SUV,537.6,Washington
SZ17657,Oregon,F,College,9012.922138,67840.0,112.0,0,Personal Auto,SUV,83.240006,Oregon
RI44399,Oregon,F,Bachelor,5871.607022,0.0,80.0,0,Corporate Auto,Four-Door Car,871.055266,California
RF73080,Oregon,M,College,5926.729379,23091.0,96.0,5,Personal Auto,Four-Door Car,460.8,Oregon
QA69109,Oregon,F,Master,5453.709172,69468.0,67.0,0,Personal Auto,Four-Door Car,302.733593,Arizona
FK85203,Oregon,M,High School or Below,9106.867749,74143.0,114.0,0,Personal Auto,SUV,547.2,California
ET44462,Oregon,M,High School or Below,5013.136429,65165.0,126.0,1,Personal Auto,SUV,604.8,Arizona
SK27185,Oregon,F,College,6672.05628,50537.0,165.0,0,Personal Auto,SUV,60.005031,California
JW87443,Oregon,F,College,6521.368813,72608.0,82.0,3,Personal Auto,Four-Door Car,393.6,Oregon
OM37610,Oregon,F,High School or Below,13024.22378,26312.0,110.0,1,Personal Auto,Four-Door Car,565.837664,Nevada
TJ58873,Oregon,M,High School or Below,2748.800067,56900.0,68.0,0,Personal Auto,Four-Door Car,304.115627,Oregon
WE97690,Oregon,F,Bachelor,2803.59608,60707.0,70.0,0,Corporate Auto,Four-Door Car,327.061103,Oregon
HH99354,Oregon,M,Bachelor,7231.000788,67276.0,61.0,0,Personal Auto,Two-Door Car,181.804443,Oregon
UN90060,Oregon,F,High School or Below,8329.286254,30865.0,104.0,0,Personal Auto,SUV,21.261834,Oregon
BR76202,Oregon,F,Master,4626.801093,79487.0,114.0,0,Personal Auto,SUV,547.2,California
MO48960,Oregon,F,Doctor,6265.343299,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786,California
QG50480,Oregon,M,College,4504.16329,0.0,62.0,0,Personal Auto,Two-Door Car,135.851316,Oregon
RE73564,Oregon,F,Bachelor,11533.47722,41098.0,96.0,0,Personal Auto,Two-Door Car,250.058657,Oregon
EN32990,Oregon,F,College,5349.996572,89158.0,67.0,0,Personal Auto,Four-Door Car,272.195232,Arizona
OO97388,Oregon,F,Master,2855.687705,99612.0,70.0,0,Personal Auto,Two-Door Car,336.0,Oregon
JN66901,Oregon,M,High School or Below,6601.611299,0.0,194.0,0,Corporate Auto,Luxury SUV,2306.508397,Nevada
UI64573,Oregon,F,High School or Below,3470.177816,94885.0,86.0,3,Personal Auto,Four-Door Car,170.532133,Oregon
HJ64867,Oregon,F,College,5895.106386,78352.0,74.0,0,Personal Auto,Two-Door Car,152.365482,Arizona
MT35297,Oregon,F,High School or Below,5065.935608,43460.0,63.0,0,Personal Auto,Four-Door Car,302.4,Oregon
VB69838,Oregon,F,High School or Below,41787.90343,46587.0,119.0,2,Personal Auto,Four-Door Car,571.2,Oregon
JR34589,Oregon,F,High School or Below,4882.286714,21236.0,123.0,0,Personal Auto,SUV,131.262395,Nevada
EI85578,Oregon,F,Bachelor,3837.615029,0.0,106.0,0,Personal Auto,SUV,117.229971,California
DH85144,Oregon,M,College,2154.073997,0.0,65.0,0,Personal Auto,Four-Door Car,312.0,Oregon
HC31007,Oregon,M,High School or Below,5049.118385,0.0,68.0,0,Personal Auto,Four-Door Car,457.169818,California
MT58123,Oregon,M,College,13869.92705,28432.0,118.0,0,Corporate Auto,SUV,612.300581,California
GQ78238,Oregon,M,High School or Below,5213.3743,65167.0,131.0,0,Personal Auto,SUV,628.8,Oregon
UO44449,Oregon,F,College,4911.115538,33700.0,62.0,0,Corporate Auto,Four-Door Car,274.114843,Washington
VK98618,Oregon,F,College,7751.855026,0.0,105.0,0,Personal Auto,SUV,756.0,Arizona
BG30513,Oregon,F,College,25464.82059,13663.0,97.0,0,Personal Auto,Four-Door Car,465.6,California
KD20203,Oregon,M,College,9472.956706,0.0,131.0,0,Corporate Auto,SUV,628.8,Oregon
HR26088,Oregon,F,College,5926.957452,0.0,84.0,2,Personal Auto,Four-Door Car,403.2,Arizona
XD72019,Oregon,F,Bachelor,8470.043225,0.0,82.0,0,Personal Auto,Four-Door Car,479.312226,Oregon
XD82117,Oregon,F,College,8675.993821,65933.0,108.0,0,Personal Auto,SUV,379.951464,Arizona
CT47738,Oregon,F,College,18205.67367,0.0,128.0,0,Corporate Auto,Sports Car,614.4,Oregon
NY30370,Oregon,M,High School or Below,2618.326183,28663.0,66.0,0,Corporate Auto,Two-Door Car,430.604489,Washington
EH69733,Oregon,M,Bachelor,3349.639274,78092.0,84.0,0,Corporate Auto,Four-Door Car,344.015386,Arizona
QV89210,Oregon,F,High School or Below,5979.724161,57693.0,76.0,0,Corporate Auto,Four-Door Car,547.2,Nevada
QK90365,Oregon,F,Master,16301.9676,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018,Oregon
UR67446,Oregon,F,High School or Below,7882.987485,23235.0,99.0,0,Personal Auto,Four-Door Car,587.656629,California
FJ76376,Oregon,M,Bachelor,7748.811,79528.0,64.0,0,Personal Auto,Two-Door Car,175.429028,California
ZI85739,Oregon,F,Master,15860.03591,0.0,136.0,0,Personal Auto,SUV,46.098963,California
AM72411,Oregon,M,High School or Below,2279.696801,23253.0,61.0,0,Personal Auto,Two-Door Car,292.8,Oregon
IC77855,Oregon,M,College,15272.79977,40571.0,100.0,2,Personal Auto,SUV,361.788917,California
ZM70632,Oregon,F,Bachelor,5498.753121,60668.0,138.0,0,Personal Auto,SUV,553.699596,California
JM59803,Oregon,M,Doctor,5743.403321,61776.0,73.0,3,Personal Auto,Two-Door Car,343.278996,California
KG84303,Oregon,M,Master,3942.917284,38820.0,99.0,0,Personal Auto,Four-Door Car,547.619785,California
OJ37666,Oregon,F,Bachelor,2503.603127,47285.0,63.0,0,Personal Auto,Four-Door Car,302.4,California
VV49688,Oregon,M,High School or Below,4558.592305,0.0,62.0,0,Corporate Auto,Four-Door Car,446.4,Oregon
KH55886,Oregon,M,Bachelor,67907.2705,78310.0,192.0,1,Personal Auto,Sports Car,151.711475,Oregon
QZ70160,Oregon,F,College,2396.672304,26222.0,62.0,0,Personal Auto,Four-Door Car,297.6,Nevada
FU51754,Oregon,M,High School or Below,5568.947534,0.0,79.0,1,Personal Auto,Two-Door Car,407.440238,Arizona
KY48450,Oregon,F,College,7334.517166,83926.0,181.0,0,Personal Auto,Luxury Car,124.447153,Oregon
ZG18090,Oregon,M,Master,7150.111338,24124.0,91.0,0,Corporate Auto,Four-Door Car,436.8,California
UI99151,Oregon,M,High School or Below,12023.75062,28879.0,106.0,0,Personal Auto,Sports Car,763.2,Nevada
VB59276,Oregon,M,Bachelor,4018.88493,0.0,112.0,0,Corporate Auto,SUV,544.250322,Oregon
CJ64468,Oregon,F,College,4770.550911,12964.0,65.0,0,Personal Auto,Two-Door Car,362.774545,Oregon
GM61951,Oregon,F,High School or Below,29297.33082,0.0,115.0,0,Personal Auto,SUV,1251.042795,Nevada
BO15959,Oregon,F,College,27929.96441,88105.0,86.0,0,Personal Auto,Four-Door Car,412.8,Washington
ZK50586,Oregon,F,College,2899.922473,66524.0,74.0,4,Personal Auto,Two-Door Car,238.517525,Oregon
DM22923,Oregon,M,Bachelor,2331.325089,27398.0,68.0,1,Personal Auto,Four-Door Car,326.4,Oregon
DQ58142,Oregon,M,High School or Below,8561.561976,37759.0,108.0,0,Corporate Auto,SUV,518.4,Arizona
YW47108,Oregon,M,College,11280.72641,45743.0,96.0,0,Personal Auto,Four-Door Car,673.780804,California
DS62172,Oregon,F,Bachelor,2764.024716,54183.0,70.0,0,Personal Auto,Four-Door Car,336.0,Oregon
VL58402,Oregon,M,College,2580.849899,46900.0,66.0,0,Personal Auto,Four-Door Car,316.8,Washington
YV82597,Oregon,F,Doctor,10856.01489,59803.0,90.0,0,Corporate Auto,Two-Door Car,22.75546,Nevada
FN33339,Oregon,F,High School or Below,4150.836913,53787.0,104.0,0,Corporate Auto,Four-Door Car,666.092015,Oregon
UZ97486,Oregon,M,Bachelor,16979.79757,35095.0,73.0,0,Corporate Auto,Two-Door Car,525.6,California
LL92275,Oregon,F,College,5028.739297,0.0,67.0,0,Personal Auto,Four-Door Car,216.196521,California
FB95288,Oregon,M,High School or Below,64618.75715,0.0,217.0,1,Personal Auto,Luxury Car,1562.4,California
NB30472,Oregon,F,College,41103.24183,30845.0,116.0,1,Personal Auto,Four-Door Car,556.8,Arizona
RX66745,Oregon,M,Bachelor,22658.53652,23665.0,67.0,0,Corporate Auto,Four-Door Car,404.817249,Washington
II97469,Oregon,M,High School or Below,7013.436657,92107.0,88.0,0,Personal Auto,Four-Door Car,16.37296,California
VF17463,Oregon,M,College,8658.863813,62464.0,109.0,0,Personal Auto,Sports Car,400.181882,Oregon
GW77328,Oregon,M,Doctor,5214.342348,69991.0,65.0,0,Personal Auto,Four-Door Car,4.619402,Oregon
CF44171,Oregon,F,Bachelor,4334.064096,23904.0,123.0,3,Personal Auto,SUV,590.4,California
ZN65873,Oregon,F,High School or Below,3731.504584,0.0,96.0,0,Corporate Auto,Four-Door Car,460.8,California
EO75698,Oregon,F,Bachelor,22242.51659,83894.0,110.0,0,Personal Auto,Four-Door Car,82.019005,Oregon
GB94407,Oregon,M,College,12280.76661,88340.0,102.0,0,Corporate Auto,Two-Door Car,489.6,California
KM63956,Oregon,M,Master,13024.13012,0.0,125.0,0,Corporate Auto,SUV,900.0,California
LM79795,Oregon,M,High School or Below,7488.785177,39602.0,64.0,0,Personal Auto,Two-Door Car,307.2,Oregon
XT35473,Oregon,M,Bachelor,2300.691547,25905.0,63.0,0,Personal Auto,Four-Door Car,302.4,Arizona
LO90163,Oregon,F,Bachelor,30081.36783,24626.0,108.0,0,Personal Auto,SUV,225.971279,Nevada
LU65596,Oregon,F,College,3745.374656,59732.0,94.0,0,Corporate Auto,Four-Door Car,135.626867,California
SV94314,Oregon,M,Bachelor,13246.56841,36898.0,169.0,1,Personal Auto,SUV,811.2,Arizona
RW86245,Oregon,M,High School or Below,5008.275979,92864.0,123.0,0,Personal Auto,SUV,96.338144,Arizona
JG41490,Oregon,F,Bachelor,2396.219292,0.0,66.0,2,Corporate Auto,Four-Door Car,433.160284,Arizona
FO63400,Oregon,F,College,5146.898635,93752.0,64.0,0,Corporate Auto,Four-Door Car,154.713524,California
FE84109,Oregon,M,Bachelor,6540.204626,21156.0,89.0,0,Personal Auto,Two-Door Car,111.836561,Washington
KG21285,Oregon,M,College,7159.806745,67206.0,90.0,0,Personal Auto,Four-Door Car,76.289123,Arizona
TQ33359,Oregon,M,High School or Below,6087.302608,85654.0,76.0,0,Personal Auto,Four-Door Car,46.20341,California
ZG59671,Oregon,M,College,9772.736775,59325.0,83.0,0,Personal Auto,Four-Door Car,81.599332,Oregon
AY19539,Oregon,M,College,6005.847375,13528.0,86.0,0,Personal Auto,Four-Door Car,412.8,California
KU23440,Oregon,F,Master,6811.576281,0.0,63.0,1,Personal Auto,Four-Door Car,302.4,Oregon
IJ83011,Oregon,M,College,16350.13061,0.0,165.0,1,Corporate Auto,SUV,1452.213743,California
KE35335,Oregon,F,College,3580.261881,75333.0,90.0,1,Personal Auto,Four-Door Car,289.236063,Washington
FE90301,Oregon,F,Bachelor,5821.128509,61108.0,72.0,0,Personal Auto,Four-Door Car,23.773332,Nevada
CK35310,Oregon,F,High School or Below,2839.56968,27083.0,73.0,1,Personal Auto,Four-Door Car,525.6,Nevada
XU97999,Oregon,M,High School or Below,10097.19837,68997.0,63.0,0,Personal Auto,Four-Door Car,206.926432,California
RF73329,Oregon,F,High School or Below,2674.227315,33451.0,67.0,0,Personal Auto,Four-Door Car,337.219884,California
WO12850,Oregon,F,Bachelor,4515.445404,21500.0,115.0,0,Corporate Auto,Four-Door Car,39.292196,Nevada
AB26022,Oregon,M,High School or Below,7998.347343,26487.0,112.0,0,Corporate Auto,SUV,602.431489,Oregon
HL91178,Oregon,M,High School or Below,2809.766683,74713.0,70.0,0,Personal Auto,Four-Door Car,336.0,California
HS77089,Oregon,M,Bachelor,4748.794301,0.0,70.0,0,Personal Auto,Four-Door Car,504.0,Washington
